  0.00000 -10.00000  -7.50000  -5.00000  -2.50000   0.00000   2.50000   5.00000   7.50000  10.00000
-20.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
-17.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
-15.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
-12.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
-10.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 -7.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 -5.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 -2.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
  0.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
  2.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
  5.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
  7.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 10.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 12.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 15.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 17.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 20.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 22.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 25.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 27.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 30.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 32.50000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
 35.00000   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010   0.00010
