    0.000  -10.000   -7.500   -5.000   -2.500    0.000    2.500    5.000    7.500   10.000
 -20.000   0.00028   0.00028   0.00028   0.00027   0.00027   0.00026   0.00025   0.00024   0.00023
 -17.500   0.00030   0.00029   0.00029   0.00029   0.00028   0.00027   0.00027   0.00026   0.00025
 -15.000   0.00031   0.00031   0.00030   0.00030   0.00029   0.00029   0.00028   0.00027   0.00026
 -12.500   0.00032   0.00032   0.00032   0.00031   0.00031   0.00030   0.00029   0.00028   0.00027
 -10.000   0.00033   0.00033   0.00033   0.00032   0.00032   0.00031   0.00030   0.00029   0.00028
  -7.500   0.00034   0.00034   0.00034   0.00033   0.00033   0.00032   0.00031   0.00030   0.00029
  -5.000   0.00035   0.00035   0.00035   0.00034   0.00034   0.00033   0.00032   0.00031   0.00030
  -2.500   0.00036   0.00036   0.00036   0.00035   0.00035   0.00034   0.00033   0.00032   0.00031
   0.000   0.00037   0.00037   0.00036   0.00036   0.00035   0.00034   0.00034   0.00033   0.00032
   2.500   0.00037   0.00037   0.00037   0.00036   0.00036   0.00035   0.00034   0.00033   0.00032
   5.000   0.00038   0.00038   0.00037   0.00037   0.00036   0.00035   0.00035   0.00034   0.00032
   7.500   0.00038   0.00038   0.00037   0.00037   0.00036   0.00036   0.00035   0.00034   0.00033
  10.000   0.00038   0.00038   0.00038   0.00037   0.00037   0.00036   0.00035   0.00034   0.00033
  12.500   0.00038   0.00038   0.00038   0.00037   0.00037   0.00036   0.00035   0.00034   0.00033
  15.000   0.00038   0.00038   0.00037   0.00037   0.00036   0.00036   0.00035   0.00034   0.00033
  17.500   0.00037   0.00037   0.00037   0.00037   0.00036   0.00035   0.00034   0.00034   0.00032
  20.000   0.00037   0.00037   0.00037   0.00036   0.00036   0.00035   0.00034   0.00033   0.00032
  22.500   0.00036   0.00036   0.00036   0.00036   0.00035   0.00034   0.00033   0.00033   0.00032
  25.000   0.00036   0.00036   0.00035   0.00035   0.00034   0.00034   0.00033   0.00032   0.00031
  27.500   0.00035   0.00035   0.00034   0.00034   0.00033   0.00033   0.00032   0.00031   0.00030
  30.000   0.00034   0.00034   0.00033   0.00033   0.00032   0.00032   0.00031   0.00030   0.00029
  32.500   0.00033   0.00033   0.00032   0.00032   0.00031   0.00031   0.00030   0.00029   0.00028
  35.000   0.00031   0.00031   0.00031   0.00031   0.00030   0.00030   0.00029   0.00028   0.00027
